iv,intercept,slope,slope_se,slope_t,slope_p,intercept_p,r_squared,adj_r_squared,sigma,f_statistic,f_p,aic,bic,n,ci_low,ci_high
airport_traffic,19542.284864443493,0.44589076066230293,0.07586942216292294,5.877081279264148,1.7460088455914826e-8,0.20672539367001525,0.14853389452266588,0.14423356065661874,49821.273705051535,34.54008436307713,1.7460088455914826e-8,4898.044287962567,4907.939240062211,200,0.29627493412367717,0.5955065872009286
avg_income,92934.34316802496,0.22530712951872742,0.32275334247497256,0.6980783771006137,0.4859471849713597,2.7626676096266587e-5,0.0024551363620044383,-0.002582969009904623,53925.89507955501,0.48731342057542626,0.4859471849713599,4929.711773999381,4939.606726099025,200,-0.41116810287200767,0.8617823619094626
fuel_price,80358.08563611668,30945.530667925002,25574.59825371582,1.21001043148073,0.22771748775600634,5.889941194605744e-4,0.007340293611690843,0.0023268607511439665,53793.69060281552,1.4641252442921802,0.22771748775600675,4928.729931803976,4938.62488390362,200,-19488.024077044643,81379.08541289465
avg_ticket_fare,117860.69361245299,-40.13931938653843,93.80478697145553,-0.4279026762115316,0.6691870300578673,1.5580222846661735e-6,9.238966373115447e-4,-0.004121942268560552,53967.26755927911,0.18310070030899073,0.6691870300578674,4930.018540291071,4939.913492390715,200,-225.12399879896077,144.8453600258839
flight_frequency,89786.88580568926,147.06137237373042,199.91916805616822,0.7356041634407604,0.4628421093709625,3.7313090500311347e-4,0.002725448023195076,-0.002311292138303944,53918.58824733152,0.5411134852713821,0.4628421093709618,4929.657571265895,4939.552523365539,200,-247.1827211875284,541.3054659349892
route_distance,116167.62819666024,-5.3790876989514524,9.279048323410473,-0.579702520287597,0.5627742703357543,3.668438491414644e-13,0.0016943717671878274,-0.0033475758501495534,53946.45410121812,0.33605501202779164,0.5627742703357546,4929.864243261935,4939.759195361579,200,-23.677533170404637,12.919357772501733
