smr_suitable_area_m2,psr_2km_slaf_area_m2,psr_3km_slaf_area_m2,slaf_total_area_m2,buildings_real_total_area_m2,buildings_in_smr_count,buildings_in_psr2_count,buildings_in_smr_area_m2,buildings_in_psr2_area_m2,available_land_smr_m2,available_land_psr2_m2
17416.57340061026,3811372.3195024133,3903615.256989997,3903615.25699,27911.732564698646,0,9,0,7769.265608113962,17416.57340061026,3803603.053894301
